,clean_teks,label
273,sdsmp tahu bawa artikel kait pornografi dijejerin kelas ditendangin tulang kering wali kelas tahu url,1
274,yaallahsmoga manusia super hero dpr,4
275,timpang sosial picak mata kaum kampret model memutarbalikan fakta tolol mikirnya,0
276,jam allah kasih masalah buruburu buruk sangka astagfirullahalazim maafin dian ya allah,2
277,sih mau bri transfer bank via bri mobile serius sih layan konsumen username,0
278,cmiiw konotasi matematis lekat benarsalahtidak kompromi matematikawan ya mesti toleran nonassuming ragu bukti sahihlay,0
279,pancing bodohnyakan rizik bangsat cabul salah kaum kampret model bain takut masuk surga otak dimane mikirnya coba url,0
280,terkadang kabar hati tenang diri peduli asa hilang dari doa lenyap dengar kabar apa dari,2
281,rancang skenario surprise istri jamin istri happy happy kayak cocok tim kreatif acara reality show unsur romantis program lamar cinta putus deh,1
282,parpol apasaja sukung capres otak kader miring kalah politik terkadang hitung matematis modal si kalah joko widodo,0
283,masuk artikel cetak media lupa edisi alhamdulillah tulis menang lomba rangka sehat jiwa dunia kak url,1
284,iya e mas mentingin ngaji ngejar khatam ngabarin halo ngapain bahan biar kuat sakit mahmas ngapain ehe,2
285,kasihan urus salah bela imam mesum bela takut masuk surga rizik masuk surga pakai sembah kaum kampret url,0
286,ya allah moga kue bikin bunda kali resep google hasil kasianin ya allah soleh ultah gagal maning gagal maning,4
287,intelektual muda nih orang pesawat canda bawa bom bikin orangorang panik fiestamaksimum,4
288,pas lebaran galuh selesai alhamdulillah kerja mana alhamdulillah nikah alhamdulillah eumituanueh jederrrrrrr,4
289,jiyeeee jiyeee jeng dom abis menang lawan kei langsung sambut hangat girl friend kimlad halaaah sandiwara username username username username,1
290,hahahha pengngangguran makan demo otak minim tambah minum kencing onta lengkap deh tolol,0
291,bukti kabur tuh bangsat cabul logika pikir orang waras cabul imam bela mampus takut masuk surga url,0
292,anak zaman now lulus pakai toga un aula mahal lulus sd banter pisah cibodas or anyer bis,2
293,kereta duduk sebrangan pasang tidur peluk jogja cirebon jakarta kena sakit gula kaykanya,2
294,langsung diomongin selak tua cari uang ya bareng bareng suami mama mu gendong cucu ajar pas keluarga si anu una unu nikah si bla beli blu anak hmm yha mlipir,2
295,lha bknnya elu imam cabul bain jt orang tolol lho bayang betapa bego manusai model takut masuk surga,0
296,hasil bersih jt kadang asa gaya hidup tinggi hasil sih manajemen uang bagus istri buruk kebel rumah,2
297,beli tong sampah made in jerman biar tara negara eropaapa hubungannyatoh dar tongsekedar wadahgak nyetarain bangsa ato masyarakat tong sampah macem,0
298,ya gik percaya suami keluarga suami pikir nya beda dianggep berontak nurut suami,4
299,tuju username partai tong kosong nyaring bunyi berisik miskin manfaat tuju rt gantipresiden,0
300,bahagiain orang bahagia yu ya bahagia orang bahagia bahagia kali lipat,1
301,salah cari benar bijak basis suporter provokator anjing pantangmunsur jakmania,0
302,username rambut kering ngembang ikal naturally parah pakai hair dryer kasihan treatment keratin hasil bikin tekstur rambut bagus rapih,1
303,oke an kali pergi hotel pakai mandi pakai sendal jepit jelek hotel suruh tanggadan kesel lift sana suruh tangga untung puasa mbak mbak,0
304,terenyuh kagum sempat laku ragu selamat rest in peace razzan url,2
305,hahhaha bela takut masuk sorga fakta logika pikir waras salah kabur kecut bela bejuta goblog url,0
306,username banyak baca novel nonton film nonton mak lampir paham isi kitab suci alquran nyasar i t url,0
307,ngerti deh bisa orang dunia diri tuh keren tshirt gila username username url,3
308,pilih jokowi golput pancasila dasar negara ikut ganti mmmmmoh,0
309,orang kayaterkenal makan warung digratisin orang biasamiskin suruh bayar gimana kaya kaya miskin miskin,0
310,apal orang orang nye teriak rojali tuduh tusuk saudara persija persijaselamanya url,0
311,sepakat username sesat orang larang sholat bangun diri kafir salah satu gereja banyak nonton mak lampir lindung allaah,0
312,username username ppdb sman depok masuk berkas jam pagi jam panggil manajemen file nya tugas ppdb nya info tanya meja terima berkas,0
313,liga bangke liga indonesia alas orang balik layar penting penting pribadi yaudah nikmat imbas timnas liga gin gin,0
314,nemuin baca bikin bahak paragraf duh suka tulis,1
315,pacar diputusin doi istiqomah konon hijrah takut neka pisah besok pasang foto gandeng cewek moga tempat neraka,0
316,ya ahahahaha iya wiraswasta susah kadang bagus kadang tibatiba mati hatihati untung orang istri keren sih toko jual duren lebaran jual kue pent,1
317,perempuan bilang pacar dosa langsung dinikahin dihalalin sini biar suruh bicara makan atiii nikah cintaa kasihan nang sndirian teman giihh,0
318,wehh ganti transisi hak nya ssuai jobdes puasa dzalim pukpukk senior junioritas,0
319,yaallah pacar nerimo gemati pelit bayarin makan suka ajak duluan rewel biar sakit hati ilang amin,2
320,minggu username username layan langgan setia dm dm lanjut nya bahas timeline ngurusin dm balas nya url,0
321,sepakat username sesat orang larang sholat bangun diri kafir salah satu gereja banyak nonton mak lampir lindung allaah swt,0
322,bongluh terima kasih anies sandi jalanin ide program ahok dibully curiga luh orang bisa ngebully,0
323,iya mau nikah lalak na nu manaaaaaaa sih enak calon bantal guling peluk hamdalah,2
324,ku prepare maksimal pakai receh khas anak sekolah macem orgnya boongan keluarga butuh yaudah kasih janjiin balikin ekspektasi kadang suk,2
325,jaman sd kelas an pulang sekolah mampir rumah username main nonton meteor garden mamah mandi makan pulang telepon mama haha,1
326,cc in cebong dungu maksd hati cari salah username username lwat pohon plastik bongkar skandal kasihan ahok gantipresiden url,0
327,lokasi kamar lantai hujuuung protes berisik anjir kostan ulang tahun disiramsiram,0
328,batalin sampah made in jerman lanjur ada gub sebelumnnya gimana belah biar ahoker happy kerja nyinyirin gubernur anies,0
329,anggota komite medik rs kadang bicara death case rapat komite medik bicara pasien tinggal awat rs senang wlopun pasien,2
330,kabur bangga kecut imam mesum kabur orang goblog bain takut masuk surga ajaib url,0
331,ig line kasih line playstorenya biar paket ig line mobile legend,0
332,yaudah tuh situ hopeless niat tuh ngebahagiain usaha mikir ngewujudin wish kecuali,2
333,lapar stasiun beli paket es teh rotio duduk nyruput es teh belah orang sholat syaitonirojim,2
334,lhahhh duit kerja orang pc situ kah enak ketua pc nya mentang digituin ya sabar ra senyumin,0
335,nasip adik niat daftar poltekkes pergi pas tes ngasal isi harap masuk situ ujung terima jurus sehat lingkung bidan,1
336,oldmoneygakngerasain pas istirahat jajan main bekal kelas main bentengbentengan lapang haha btw i miss about it,1
337,salah teman sakit sakit hati dapat sakit patah hati sakit tindak dokter yakin iya maaf ajar paham sakit,2
338,kasihan si anas orang percaya korupsi fakta kasasi artidjo pensiun maksud harap putus artidjo hukum telikung hakim url,0
339,transj diri baik hati kasih duduk tua si tua eehh cowok sopan dudukin duduk hadeehhh,0
340,dar idung meler terawih tenggorok sakit yaps makan cair hehehe url,2
341,ngebahas travel si eman buka luka rangkai luka agen travel oknum what the worst can happen to you,2
342,ceritain takut baca tarik perempuan because i am kinda possessive bitch for these things,4
343,jebak kacung muhrsimam umat muslimtokoh agamaprabowo mlkukan konsultasi keagamaanapanya turun kelaskelas bulu kelas bantamalkafirun pahamaplg politis kelas ecekmodalnya fitnah makinyinyircuma url,0
344,username bilang hakim artidjo malaikat ya hakim artidjo dasar fakta sidang buta korupsi bukti malaikat doy,0
345,username asli sih kemarin saing dota puyeng capernya dese pubg ngechat ngirim gambar peringkat kesel diubun ubun,0
346,niat kenal balas niat cuekin y cuekin rugi hilang aduh salah orang broo,0
347,bilang baca benerrr laku,0
348,psi manfaat pengecutpenjilattukang fitnah ton teka tekipartai partai ideologi dendambermental jongosdan dosponsori taipan brengsek testiq,0
349,ya gusti coba cantik nempel pala manjaahh dimanjahhh cantikkk sok cantikkk,2
350,username username bukti napi koruptor hp penjara langgar atur enak langgar atur tanda karakter,0
351,paksa kenal paksa ml suka chat pernh balas gilir balas sakit hahaha makan tuh ucap sendri,0
352,mayoritas kakakkakaknya pulang kerja pakai pakai kerja bayang amin posisi,1
353,jam nongol eh jam ditelponin bilang tkp kost lantai kamar super gede lengang tunggu waswas sms jemput,4
354,ati sis username leptopku abis update restart black screen pointernya muter log in restore sengaja hapus,4
355,dungu username buyback indosat ajang debat spontan sesi debat anis tuduh kubu prabowo dukung mafia elu bantah url,0
356,username username katacuma selogankyk ria pancasila bukti presiden dikatain dungu diamajaib saran mulut nyata mohon disingkron,0
357,beda si adik suka bau sehat niat daptar maklum pas takut kuliah asa si kuliah passion kesan nya budak nilai,4
358,well bal nature lumayan awet bau tadu sore iseng usap tangan ditempelin bantal ku tinggal pergi jam jam ehh bau ninggal lumayan alternatif untuk wahing kena farfumm url,1
359,hati kecewa sakit hati blok ehmmm harap kenal dm ribu kali ladenin tahu kenal rasain chat buka buka balas,0
360,rt username suka kopi sama suka jalanjalan jalan dengan suka suka suka,2
361,blok twiter duli hilang tumbuh seribuh y kost sendri bangga blok oke byee,0
362,korupsi uang hambur negara dprri pegang amanah rakyat rakyat suara lantang rakyat hormat hormat amanah rakyat cam,0
363,dengerin lagu zayn malik benci ma doi gara d gaya tengil semenjak rilis lagu pillow talk wqwq deh suka dengerin lagu terkadang manusia jilat ludah,3
364,maghrib si supir cerita feeling enak carter mimpi celaka takut jadi inti jemput repotin klg malu pesan travel pintar,4
365,diam lawan memparalat hukum tuju kuasa diam lawan front linernya komunis kedok pancasila url,0
366,ku tatap wajah temu getar jiwa senyum pada i cinta armyselcaday username,3
367,senyum ramah lohh fansnya angkuh rodo ngadoh piee ngono nek rasakne sumpah wagu mas polah,0
368,adik kost pinjam tupperware bawa pulang kamis dese isi rendang dimasukin freezer she just sent me to hell,0
369,rangorang sibuk pikir nastar pikir gimana needle automatic microneedlingnya apparently im so behind at kultur lebaran as if eating nastar is religous moment,2
370,sedih dengar lagulagu sedih lirik musik tani malam ku ku tidur cepat malam,2
371,username username aku jaring nya lemah ya tolong kuat harga kuota giga rp banding kualitas sinyal kuat daerah sariwates kiaracondong kota bandung cc username url,0
372,intisari main hp samsek gojek geng even deket rumah tinggal ngesot gila yah astagfirullahaladzim orang jaman tuh ya dilakuin hik,4
373,kaki diapain sih ya ampun sakit nyeri orang rumah jengah kali ya aduhaduh gara serang dadak kaki,2
374,taun jogja packing asa kemarin cicil bawa pulang asa baju,2
375,senyum baca oldmoneygakngerasain ngalamain twit haha kaya suruh beli minyak tanah warung dirigenya tendang pakai dengkul kaki,1
376,ngatain bencong serah bencong lupa ngewe gilir ngeladenin bilang bencong ehmmmm kasihan hidup,0
377,kagum sih shes younger than me badan kek anak smp mimpin cabang isi orang cabang one of the best region banten,1
378,cerita tadu magrib sempet rumah adik bukber jalan pulang ketemu cewek cewek kerudung rambut belakang bonceng jalan tengah jalan ramai eh salip tiga ngomel,0
379,dprri pegang amanah rakyat balik telapak tangan dewan atur dewan langgar atur gelintir dewan coreng amanah rakyat korupsi jls salah kelit tutup salah sandiwara,0
380,salah siapasiapa keburu timpa bodoh salah hina ingat keras depan cerdas,0
381,username username salah satu jabat negeri suka cari cari salah lemah jabat cari solusi bangsa maju karya,2
382,ya congoni mahidup kost yguda tua nenek sabar doa ya tua emosi pemirsyahhhh,0
383,abis tuh kuomelin ya allah jemput nih feeling percaya tuh allah paak blablablaa bapa bersikukuh tinggal daku tiada tani kost gede,2
384,temu undur bebas visa undur sih negara php tingkat username username username username,0
385,tidur males bongkarin tidur pakai jeans harap pagi pagi langsung bus kos koper malang kudu nang takkusangka travel agent busyuuk,2
386,hati jujur sesal salah lalau zona kelam benar hidup ituh pilih laku pudar tulus,2
387,driver username orang batak marga tampubolon nama sembunyi umur deh jalan bicara ketawaketawa serasa bicara sepupu halak hita dang adong mati mauliate godang lae hu horas,1
388,siang perut karuan susah ngejelasin gimana sakit beda hamil rasa perut kencang kontraksi keram mual kocok level parah,2
389,kadang pulang cerita anak isteri abis nonton konser a b c gratis sembari kerja anak konser ina lewat sedih yha,2
390,bagus nama sadar sangka cabul pimpin umat btw username gimana cerita ame nyang gimane url,0
391,anis bilang prabowo dukung mafia mangap fakta sok nyolot kunyuk username sopan santun pimpin,0
392,cegah hati rindu sadar rindu buat tambah sakit,2
393,terima kasih keras kasih army musik kualitas musik keren musik inspiratif musik sembuh sehat karya we cinta rm,1
394,abis sahur sembahyang subuh balek tidur bangun jam ruang jam menit sptinya apresiasi mandi seragam pakai bedak gincu jalan menit,1
395,jujur sepenuh terima perilaku sopan orang usaha masuk hubung adil ngerusak hubung orang masuk habis pikir,0
396,abis sahur sembahyang subuh balek tidur bangun jam ruang jam menit sptinya apresiasi mandi seragam pakai bedak gincu jalan menit,1
397,total duit orang jt ngutang otak yahhhditagih pura mati mati duluan anak ngemis bingung ngembaliin nya kuliah tagih nunggu kuliah kerja cucu utang selesai tong,0
398,username username gimanegk berani komen kanngomong kek pancasila bicara pancasila mabuk kanato bicara liat teksanak muda optimishek anak muda hilang urat malu iye kali https,0
399,sedih tuh sampah nyampah twitter maaf ya followerku btw bingung deh nimbang pup x abis turun timbang labil gimana,4
400,lho gadang benerin majuin daerahnyamalah pesan barang negeri hasil rajin duduk lokal bagus habis pikir deh gilir gin koarklo toko belah polah pedas tuh mulut diam,0
401,rakyat indonesia derita ulah koruptor kebal hukum bahagia derita rakyat indonesia jajah parah koruptor rakyat keras banting tulang koruptor nikmat,0
402,cipta tuhan superhero malaikat laku dek anak nomor murah hati mohon moga cepat dek,3
403,suami dukung lahir normal suruh sesar ajaa takut aku kuat ngelahirin anak takut bawa dengar testi orang sc bilang enak normal,4
